id,handle,nexternal_id,internal_memo,author,price,related_handles
11142494922,saxon-advanced-math-extra-test-2nd-edition,2287,Old data from V-Cart System:<br />Web Special $9.5<br />Clearance $9.5<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142495114,saxon-advanced-math-kit-2nd-edition,111,"Jan. web special 2004 (3rd week only) Jan. 2004 week web special- 2nd week Dec. 2005 web special (got 50% off from Harcourt) June 2006 Web Special<br /><font color=""#ff0000"">$53.95&nbsp; is our regular selling price June 2010</font><br />",,,
11142495690,saxon-algebra-1-2-answer-keys-tests-3-e,2280,Old data from V-Cart System:<br />Web Special $14.75<br />Clearance $14.75<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142495754,saxon-algebra-1-2-tests-3rd-edition,4424,14,,,
11142495498,saxon-algebra-1-answer-keys-tests-3rd-edition,2283,Old data from V-Cart System:<br />Web Special $14.75<br />Clearance $14.75<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142495626,saxon-algebra-1-extra-test-3rd-edition,2288,Old data from V-Cart System:<br />Web Special $9.5<br />Clearance $9.5<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142496074,saxon-algebra-2-answer-keys-tests-3rd-edition,3557,,,,
11142496202,saxon-algebra-2-test-book-3rd-edition,3559,,,,
11142496330,saxon-calculus-2nd-edition-solutions-manual,1185,,,,
11142496842,saxon-calculus-kit-second-edition,113,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $56.52<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $56.25<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11142497034,saxon-geometry-homeschool-testing-book,3688,Added 04/09/09 NPR,,,
11142497290,saxon-grammar-and-writing-grade-4-kit-2nd-edition,6963,,Stephen Hake,,
11142497482,saxon-grammar-and-writing-grade-4-student-text-2nd-edition,6964,,Stephen Hake,,
11142497610,saxon-grammar-and-writing-grade-4-student-workbook-2nd-edition,6968,,Stephen Hake,,
11142497866,saxon-grammar-and-writing-grade-5-kit-2nd-edition,3918,Added 04/12/10 - NR,Stephen Hake,,
11142498122,saxon-grammar-and-writing-grade-5-student-text-2nd-edition,6970,,Stephen Hake,,
